gvkey,tic,cik,conm
146462,STZ.Z,,STARS INCOME FUND
146480,IBXG,0001113677,IBX GROUP INC
146481,STI.PV,0001162294,SUNTRUST CAPITAL V
146497,ABX.P,,BARRICK GOLD CORP-PRO FORMA
146498,NC.Z,,NICER CANADA CORP
146499,NXTA.1,,NEXTRATA ENERGY INC -OLD
146500,ALR,0001159281,ALERISLIFE INC
146501,GUP.PC,0001051217,GULF POWER CAPITAL TRUST III
146517,PKI.P,,PERKINELMER INC-PRO FORMA
146519,BAC.1,0001160400,BAC CAPITAL TRUST I
146520,XTMM,0001121520,XTREME MOTORSPORTS INTL INC
146522,LNC.PV,0001058988,LINCOLN NATIONAL CAPITAL V
146524,NCF.P,0001162362,NATIONAL COMM CAPITAL TR II
146538,PCN,0001160990,PIMCO CORP & INCM STRGY FUND
146539,PKTX,0001128189,PROTOKINETIX INC
146542,NIBMF,,NIBLACK MINERAL DEV INC
146542,NIB.,,NIBLACK MINERAL DEV INC
146543,DHIFF,0001296392,DH CORP
146543,DH.,0001296392,DH CORP
146545,THB,0001058178,HILFIGER (TOMMY) U S A INC
146546,SANT,0000828940,SANTEON GROUP INC
146547,IPCUF,,IPC US REAL ESTATE INVT TR
146547,IUR.U,,IPC US REAL ESTATE INVT TR
146550,SQUMQ,0001123606,SEQUIAM CORP
146560,DF.P,,DEAN FOODS CO-PRO FORMA
146562,ROAD.P,,ROADWAY CORP-PRO FORMA
146564,BAZI.1,,BAZI INTERNATIONAL INC -OLD
146564,PRH.U,,BAZI INTERNATIONAL INC -OLD
146564,XELRW,,BAZI INTERNATIONAL INC -OLD
146564,XELRZ,,BAZI INTERNATIONAL INC -OLD
146566,BDEV,0001136331,BUSINESS DEVELOPMENT SOLTNS
146567,BLTA,0000869187,BALTIA AIR LINES INC
146581,AJSB,0001576336,AJS BANCORP INC
146584,CALW,0001257580,CALWEST BANCORP
146585,ZLON.1,,ZOLON CORP -OLD
146602,3CLOV,0001144514,CLOVER LEAF FINANCIAL CORP
146603,DEF.1,,DEFIANT ENERGY CORP
146604,FBS.B,,5BANC SPLIT INC
146604,FBS.PR.C,,5BANC SPLIT INC
146604,6945B,,5BANC SPLIT INC
146605,RPMM,0001099150,RPM TECHNOLOGIES INC
146606,USB.PD,0001053715,USB CAPITAL V
146607,WNEB,0001157647,WESTERN NEW ENG BANCORP INC
146611,IGT.P,,INTL GAME TECH-PRO FORMA
146612,VLO.R,,VALERO ENRGY-PRO FORMA-OLD
146613,IDE.1,0001163461,INTEGRATED DEFENSE TECH INC
146616,CORT,0001088856,CORCEPT THERAPEUTICS INC
146617,ANT.2,0001163842,ANTEON INTERNATIONAL CORP
146619,RTWO,0001019274,R2 TECHNOLOGY INC
146620,IDDS,,INNOVATIVE DRUG DELIVERY SYS
146623,CVE.PU,0001142248,CLEVELAND ELECTRIC FING TR I
146628,SVYR,0001113190,SAVOY RESOURCES CORP
146630,0186B,0001065458,LOGIX COMMUNICATIONS ENTERP
146631,LTRKF,,LEHMAN TRIKES INC
146631,LHT.H,,LEHMAN TRIKES INC
146648,CUTR,0001162461,CUTERA INC
146651,VXF,,VANGUARD EXTENDED MARKET ETF
146657,C.Z,,BCMETALS CORP
146658,IMMB,0001137117,IMMUNOTECH LABORATORIES INC
146659,HUSA,0001156041,HOUSTON AMERN ENERGY CORP
146668,XCEL.,0001139665,XCEL PHARMACEUTICALS  -REDH
146669,ERHE,0000799235,ERHC ENERGY INC
146670,HIPPQ,0001137204,HIPCRICKET INC
146688,0191B,0001029893,RADNOR HOLDINGS CORP
146688,0193B,0001029893,RADNOR HOLDINGS CORP
146688,0194B,0001029893,RADNOR HOLDINGS CORP
146688,RHCX,0001029893,RADNOR HOLDINGS CORP
146688,1162B,0001029893,RADNOR HOLDINGS CORP
146690,CZNL,,CITIZENS NATIONAL CORP/KY
146714,SAX,0001279493,SAXON CAPITAL INC
146715,TMK.PS,0001163280,TORCHMARK CAPITAL TRUST II
146733,CCU.P,,CLEAR CHANNEL COMMN-PRO FORM
146734,BKFG,0000009235,BKF CAPITAL GROUP INC
146735,IVII.,0001114084,INTERVIDEO INC
146736,ADPX.,0001164722,ADERIS PHARMACEUTICALS INC
146737,POTN.1,0001143653,GREEN POWER ENERGY HLDGS CP
146738,APLD,0001144879,APPLIED DIGITAL CORP
146738,FLTSW,0001144879,APPLIED DIGITAL CORP
146739,MDCRQ,0001143799,MEDICOR LTD
146754,SEL.1,,SPITFIRE ENERGY LTD
146755,RIVU,0001079282,RIVULET MEDIA INC
146774,EAS1,0000084557,ROCHESTER GAS & ELECTRC CORP
146775,DECN,0001144225,DECISION DIAGNOSTICS CORP
146778,MEDT.1,0001084726,MEDSOURCE TECHNOLOGIES INC
146802,3LEVP,0001144062,LEV PHARMACEUTICALS INC
146818,DVN.P,,DEVON ENERGY CORP-PRO FORMA2
146838,GBC.,,GLOBEECOM INTL INC
146840,COWI,0001156784,CARBONMETA TECHNOLOGIES INC
146843,SFG.Z,,SENTRY SELECT FOCUSED G&I TR
146862,DTE.PA,0001162820,DTE ENERGY TRUST I
146863,F.PS,0001163309,FORD MOTOR CO CAPITAL TR II
146865,CYXI,0001113546,CHINA YINGXIA INTL INC
146867,EXC.Z,,EXTREME CCTV INC
146868,VOIS.1,,VOIS INC  -OLD
146883,MWV.P,,MEADWESTVACO CORP-PRO FORMA
146885,AKP,0001162028,ALLIANCE CALIF MUN INCOME FD
146886,AFB,0001162027,ALLIANCEBERNSTEIN NATL MUN
146887,AYN,0001162030,ALLIANCE NEW YORK MUN INC FD
146998,INFX,0001076310,INFINEX VENTURES INC
146999,OMPS.1,,OMPHALOS CORP -OLD
147086,DIOSF,,DIOS EXPLORATION INC
147086,DOS.,,DIOS EXPLORATION INC
147087,AMLH.1,,AMERICAN LEISURE HLDGS -OLD
147088,PCBP,0001358462,PREMIER COMMERCIAL BANCRP/CA
147089,KWBT,0001159275,KIWA BIO TECH PRODS GROUP CO
147100,BAC.PV,0001160402,BAC CAPITAL TRUST II
147101,ATCV,0001157758,ATC VENTURES GROUP INC
147103,MSY.Z,,MASTERS ENERGY INC
147175,LO,0001424847,LORILLARD INC
147180,LTCG.CM,,LOEWS CORP-CONSOLIDATED
147181,INQB,0001162093,INQBATE CORP
147183,LODE,0001120970,COMSTOCK INC
147200,VIAC.1,0001114529,VIACELL INC
147201,DOVP,0001066833,DOV PHARMACEUTICAL INC
147202,WBD.1,0001166718,WIMM BILL DANN FOODS
147203,BDE.A,,BULLDOG ENERGY INC
147203,BDE.B,,BULLDOG ENERGY INC
147204,CCOI,0001158324,COGENT COMMUNICATIONS HLDGS
147208,SXL,,SUNOCO LOGISTICS PARTNERS LP
147208,1836B,,SUNOCO LOGISTICS PARTNERS LP
147220,MBVA,0001158678,MILLENNIUM BANKSHARES CORP
147222,AWR1,0000092116,GOLDEN STATE WATER CO
147223,WGL1,0000104819,WASHINGTON GAS LIGHT CO
147225,BPF.P,,CTBI PFD CAPITAL TRUST II
147226,NVBG,0001160078,NOVA BIOGENETICS INC
147242,VRNT,0001166388,VERINT SYSTEMS INC
147245,HYDVF,0001387457,BLUTIP POWER TECHNOLOGIES
147245,BPR.H,0001387457,BLUTIP POWER TECHNOLOGIES
147249,JANL,0001133062,JANEL CORP
147262,MSNWQ,0001163958,MEDICAL STAFFNG NTWRK HLDGS
147263,LIV.Z,,LIVINGSTON INTL INCOME FUND
147282,GSV.U,,ABERDEEN G7 TRUST
147284,KOS.1,,CORTS TR III SHERWIN WILLIAM
147286,VYTRQ,0001139950,VYTERIS INC
147288,VSYS,0001158387,VISCOUNT SYSTEMS INC
147302,PLUM,0001035656,PLUMTREE SOFTWARE INC
147303,DSHK,0001175483,DRIVE SHACK INC
147303,DSHKP,0001175483,DRIVE SHACK INC
147303,DSHKO,0001175483,DRIVE SHACK INC
147303,DSHKN,0001175483,DRIVE SHACK INC
147304,APRM.,0001133618,APRISMA MGMT TECHNOLOGS-REDH
147305,JBLU,0001158463,JETBLUE AIRWAYS CORP
147305,JBLUL,0001158463,JETBLUE AIRWAYS CORP
147306,PCAF,0001108507,PRINTCAFE SOFTWARE INC
147307,EPAX,0001162315,AMBASSADORS GROUP INC
147308,HCEI,0001424750,HEALTHY COFFEE INTL INC
147310,TCAHQ,0001144835,TOUCH AMERICA HOLDINGS
147311,ASDZF,0001860214,ARCTIC STAR EXPLORATION CP
147311,ADD.,0001860214,ARCTIC STAR EXPLORATION CP
147312,BCBP,0001228454,BCB BANCORP INC
147316,HVLL,0001126960,HARTVILLE GROUP INC
147329,AWRRF,,A&W REVENUE ROYALTIES INC FD
147329,AW.UN,,A&W REVENUE ROYALTIES INC FD
147329,8208B,,A&W REVENUE ROYALTIES INC FD
147330,BOAA,0001083505,BIO AMERICA INC
147333,MSWM,0001410730,METASWARM INC
147336,RSGC,0001200202,RS GROUP OF COMPANIES INC
147337,3CSOF,,CHINA STATIONERY & OFFICE
147340,GSB,0001112920,GLOBALSCAPE INC
147344,TLPEQ,0001133754,TELEPLUS WORLD CORP
147349,UNXLQ,0001171012,UNI-PIXEL INC
147352,MGHL,0001162283,MORGAN GROUP HOLDING CO
147353,DMSI,0001127470,DERMISONICS INC
147369,BVPIF,,REDWOOD MONTHLY INCOME FUND
147369,VIP.UN,,REDWOOD MONTHLY INCOME FUND
147369,VIP.WT.1,,REDWOOD MONTHLY INCOME FUND
147369,VIP.WA,,REDWOOD MONTHLY INCOME FUND
147369,VIP.WT.2,,REDWOOD MONTHLY INCOME FUND
147369,VIP.PR.A,,REDWOOD MONTHLY INCOME FUND
147369,,,REDWOOD MONTHLY INCOME FUND
147369,VIP.WT,,REDWOOD MONTHLY INCOME FUND
147370,JJJ.,,JML RESOURCES LTD
147371,GSRS,,GOLD COAST RESOURCES INC
147372,BPT.U,,BORALEX POWER INCOME FUND
147372,BPT.R,,BORALEX POWER INCOME FUND
147373,CGUD,0001103759,COM GUARD.COM INC
147390,MLNM.P,,MILLENNIUM PHARMACT-PRO FORM
147391,0198B,0001108727,IPCS INC
147391,IPCS,0001108727,IPCS INC
147392,WLP.P,,WELLPOINT HLT NTWK-PRO FORMA
147393,NMCEF,0001005388,NEWMONT MINING CANADA
147393,NMC.,0001005388,NEWMONT MINING CANADA
147395,TVOG,0001098343,TURNER VALLEY OIL & GAS INC
147396,APHYQ,0001100592,ASSURED PHARMACY INC
147397,0202B,,VALEMONT SUPPLY INC -REDH
147398,TNP,0001166663,TSAKOS ENERGY NAVIGATION LTD
147398,TNP.PB,0001166663,TSAKOS ENERGY NAVIGATION LTD
147398,TNP.PC,0001166663,TSAKOS ENERGY NAVIGATION LTD
147398,TNP.PD,0001166663,TSAKOS ENERGY NAVIGATION LTD
147398,TNP.PE,0001166663,TSAKOS ENERGY NAVIGATION LTD
147398,TNP.PF,0001166663,TSAKOS ENERGY NAVIGATION LTD
147399,3NCCN,0001130276,NATIONWIDE CAPITAL CORP
147409,TAMG,0001158702,TRANSNATIONAL GROUP INC
147411,VIRA,0001130781,VIRATECH CORP
147412,TRGD,0001100747,TARA GOLD RESOURCES CORP
147413,SGZH,0001145761,U S CHINA MINING GROUP INC
147414,PSBK,,PREMIER SERVICE BANK
147431,WGEE,0001183664,WGE HOLDINGS CORP
147432,RQI,0001157842,COHEN & STEERS QTY INCM RLTY
147432,,0001157842,COHEN & STEERS QTY INCM RLTY
147433,3HRGB,0001160124,HERITAGE BANCSHARES INC/DE
147434,SWYCQ,0001128723,SKYWAY COMMUN HOLDINGS CORP
147435,CDXP,0001127842,CORDEX PHARMA INC
147449,ACL.2,,ALCON INC- OLD
147450,GHPO,0000947716,GLOBAL PREFERRED HLDGS -REDH
147451,CSCX,0001323115,CARDIAC SCIENCE CORP
147452,ATRS.,0001139650,ALTIRIS INC
147453,PNCLQ,0001166291,PINNACLE AIRLINES CORP
147454,DEP.2,0001167784,DYNEGY ENERGY PTNRS LP -REDH
147455,0200B,0001167574,NEWSMAX MEDIA INC -REDH
147456,BBXT.,,BBC CAPITAL TRUST II
147457,BKMNF,0001280232,BARKER MINERALS LTD
147457,BML.H,0001280232,BARKER MINERALS LTD
147458,BHD,0001165216,BLACKROCK STRATEGIC BOND TR
147459,GBRC,0001128949,GLOBAL RESOURCE CORP
147463,BGI.PT.,0001166375,BANKNORTH CAPITAL TRUST II
147464,JPM.PJ.1,,JPMORGAN CHASE CAPITAL X
147483,EYTCQ,0001202963,ENERGYTEC INC
147501,DSOX,0001143238,TRITON EMISSION SOLUTIONS
147502,VLCJF.1,,VELOCITY MINERALS LTD -OLD
147502,VLC.1,,VELOCITY MINERALS LTD -OLD
147503,DNNC.1,0001129900,DONINI INC -OLD
147504,FLYLF,0001403749,FLYHT AEROSPACE SOLUTIONS
147504,FLY.,0001403749,FLYHT AEROSPACE SOLUTIONS
147505,TERX,0001141263,TERRA INVENTIONS CORP
147521,AED.,,ATLAS ENERGY LTD
147563,MRDAF,0001135174,MERIDIAN CO LTD
147564,ICBT,0000807526,ICBS LTD
147565,0082A,0001144326,APPLETON PAPERS INC
147566,0134A,0001074512,PDVSA FINANCE LTD
147567,0211B,0001061890,ADVANCE STORES CO INC
147568,0212B,,AMERICAN COML LINES LLC
147569,0213B,0001110458,INSIGHT MIDWEST LP
147570,0214B,0001113920,HORIZON PCS INC
147570,HZPS,0001113920,HORIZON PCS INC
147571,0215B,0001499268,AFFINITY GAMING LLC
147572,0047A,0001141344,CHOCTAW RESORT DEV ENTRPRISE
147578,CHFI,0001123440,CHINA FINANCE INC
147579,NFLX,0001065280,NETFLIX INC
147599,RKE,0001129162,CAP ROCK ENERGY CORP
147600,0218B,0001003517,STENA AB
147601,0219B,0001166041,WHEELING ISLAND GAMING INC
147602,HDWR.1,,HARDWIRED INTERACTIVE  -OLD
147603,UNX.,,UNX ENERGY CORP
147618,TYPFF,,GOLDFLARE EXPLORATION INC
147618,GOFL.,,GOLDFLARE EXPLORATION INC
147637,VNX.1,0001095901,VERIDIAN CORP
147638,RGC.1,0001168696,REGAL ENTERTAINMENT GROUP
147638,0424B,0001168696,REGAL ENTERTAINMENT GROUP
147639,RJETQ,0001159154,REPUBLIC AIRWAYS HLDGS INC
147641,CBHJP,0001169716,COMMERCE CAPITAL TRUST II
147644,KYPH,0001123313,KYPHON INC
147645,LMK.,,LANDMARK OIL & GAS CORP
147648,0231B,,VERTICAL HEALTH SOLUTNS -OLD
147648,VHSL.1,,VERTICAL HEALTH SOLUTNS -OLD
147657,DDE,0001162556,DOVER DOWNS GAMING & ENTMT
147657,1772B,0001162556,DOVER DOWNS GAMING & ENTMT
147658,HEW,0001168478,HEWITT ASSOCIATES INC
147658,2130B,0001168478,HEWITT ASSOCIATES INC
147658,2131B,0001168478,HEWITT ASSOCIATES INC
147659,0225B,,U S MARINE REPAIR INC-REDH
147660,SRX,0000906192,SRA INTERNATIONAL INC
147660,1835B,0000906192,SRA INTERNATIONAL INC
147661,AROPQ,0001168213,ARO LIQUIDATION INC
147662,VFTR,0001103760,VISUAL FRONTIER INC
147663,SPT.A,,SPECTRA ENERGY CANADA EXCHCO
147663,SPT.B,,SPECTRA ENERGY CANADA EXCHCO
147665,MDLH,0001112372,MEDICAL INTL TECHNOLOGY INC
147666,3PBBK,,PROFESSIONAL BUSINESS BANK
147667,0329B,0001102329,WRC MEDIA INC
147669,TJSS,0001110764,TAJ SYSTEMS INC
147689,STL.PA.1,0001166585,STERLING BANCORP TR I
147690,ORBN,,OREGON BANCORP INC/OR
147708,CVGW,0001133470,CALAVO GROWERS INC
147709,SPL.A,,MULVIHILL PRO-AMS RSP SPLIT
147709,SPL.B,,MULVIHILL PRO-AMS RSP SPLIT
147710,AHCKF,0001201784,AMS HOMECARE INC
147710,AHC.1,0001201784,AMS HOMECARE INC
